county,Value,Value_se,var_name,label,margin,lower,upper,ci,cnty_rnk
Leer,0.4337239394362533,0.02752628126237713,413,Eggs,0.05395151127425917,0.37977242816199414,0.4876754507105125,38% - 48.8%,8
Leer,0.42243869298184017,0.0316937949328936,411,Domesticated meat,0.062119838068471454,0.36031885491336874,0.4845585310503116,36% - 48.5%,9
Leer,0.32634955500563906,0.018721811569324297,419,Spices/condiments,0.036694750675875625,0.2896548043297634,0.3630443056815147,29% - 36.3%,10
Leer,0.3005033872764633,0.028086931191451163,408,Vitamin A fruits,0.05505038513524428,0.245453002141219,0.3555537724117076,24.5% - 35.6%,11
Leer,0.29146855226527424,0.027411273811523865,418,Sweets,0.053726096670586775,0.23774245559468746,0.345194648935861,23.8% - 34.5%,12
Leer,0.23800317838270607,0.022464873897968942,410,Organ meat,0.04403115284001913,0.19397202554268694,0.2820343312227252,19.4% - 28.2%,13
Leer,0.23417032763752704,0.025311193133732764,404,Roots/tubers,0.04960993854211622,0.18456038909541084,0.28378026617964325,18.5% - 28.4%,14
Leer,0.21339914002360638,0.024534729886845894,412,Bush meat,0.04808807057821795,0.16531106944538843,0.26148721060182434,16.5% - 26.1%,15
Leer,0.21063812131413587,0.028027151553269004,416,Milk products,0.05493321704440725,0.1557049042697286,0.26557133835854313,15.6% - 26.6%,16
Leer,0.1779223073499311,0.03429433782400388,409,Other fruits,0.06721690213504761,0.1107054052148835,0.24513920948497872,11.1% - 24.5%,17
Mayendit,0.9012441727551138,0.018111959517634498,403,Cereals,0.03549944065456362,0.8657447321005503,0.9367436134096774,86.6% - 93.7%,1
Mayendit,0.8620678872713532,0.023025547754920994,414,Fish,0.045130073599645146,0.816937813671708,0.9071979608709984,81.7% - 90.7%,2
Mayendit,0.6686388038201061,0.03181333698176047,406,Leafy greens,0.06235414048425052,0.6062846633358556,0.7309929443043566,60.6% - 73.1%,3
Mayendit,0.5723460616242849,0.04125488456842552,407,Other vegetables,0.08085957375411403,0.4914864878701709,0.6532056353783989,49.1% - 65.3%,4
Mayendit,0.5417448809673698,0.04954036714916657,415,Legumes,0.09709911961236647,0.44464576135500333,0.6388440005797363,44.5% - 63.9%,5
Mayendit,0.5033882817399502,0.03841558239272013,417,Oil and fats,0.07529454148973146,0.42809374025021873,0.5786828232296817,42.8% - 57.9%,6
Mayendit,0.4765638223957268,0.03753637626411478,413,Eggs,0.07357129747766497,0.4029925249180618,0.5501351198733918,40.3% - 55%,7
Mayendit,0.44978698205233897,0.03966694881787532,419,Spices/condiments,0.07774721968303562,0.37203976236930336,0.5275342017353746,37.2% - 52.8%,8
Mayendit,0.44767319674265893,0.04106479572298945,405,Vitamin A vegetables,0.08048699961705931,0.36718619712559963,0.5281601963597182,36.7% - 52.8%,9
Mayendit,0.4180896817643142,0.0485485934097889,418,Sweets,0.09515524308318624,0.322934438681128,0.5132449248475004,32.3% - 51.3%,10
Mayendit,0.3466469407510072,0.025724474487675484,411,Domesticated meat,0.05041996999584395,0.29622697075516324,0.3970669107468512,29.6% - 39.7%,11
Mayendit,0.30985781173977023,0.03196324834750989,416,Milk products,0.06264796676111938,0.24720984497865084,0.3725057785008896,24.7% - 37.3%,12
Mayendit,0.20029013658675315,0.020094618391231264,410,Organ meat,0.03938545204681328,0.1609046845399399,0.23967558863356642,16.1% - 24%,13
Mayendit,0.16035971908531876,0.04116752895813597,404,Roots/tubers,0.0806883567579465,0.07967136232737226,0.24104807584326526,8% - 24.1%,14
Mayendit,0.15299878211269266,0.021079751216824153,408,Vitamin A fruits,0.04131631238497534,0.11168246972771732,0.19431509449766798,11.2% - 19.4%,15
Mayendit,0.1384269591991935,0.02744603948740667,412,Bush meat,0.05379423739531707,0.08463272180387643,0.1922211965945106,8.5% - 19.2%,16
Mayendit,0.07339818287369698,0.016202817978933165,409,Other fruits,0.031757523238709,0.04164065963498798,0.10515570611240599,4.2% - 10.5%,17
Paynijar,0.7959135763273372,0.0634081467341214,403,Cereals,0.12427996759887794,0.6716336087284592,0.9201935439262151,67.2% - 92%,1
Paynijar,0.7047289757275297,0.06020565656415478,414,Fish,0.11800308686574337,0.5867258888617863,0.822732062593273,58.7% - 82.3%,2
Paynijar,0.600434932490751,0.0696049148544778,406,Leafy greens,0.13642563311477648,0.46400929937597446,0.7368605656055275,46.4% - 73.7%,3
Paynijar,0.5177230483927049,0.06371038843952712,415,Legumes,0.12487236134147314,0.3928506870512317,0.6425954097341781,39.3% - 64.3%,4
Paynijar,0.4929706947496296,0.07336970362743664,407,Other vegetables,0.14380461910977582,0.3491660756398538,0.6367753138594054,34.9% - 63.7%,5
Paynijar,0.48944083826118073,0.0646752371996931,413,Eggs,0.12676346491139848,0.36267737334978223,0.6162043031725792,36.3% - 61.6%,6
Paynijar,0.48835479044889446,0.0696708580710933,405,Vitamin A vegetables,0.13655488181934286,0.35179990862955157,0.6249096722682373,35.2% - 62.5%,7
Paynijar,0.4451126690413868,0.07840136860442809,417,Oil and fats,0.15366668246467904,0.2914459865767077,0.5987793515060659,29.1% - 59.9%,8
Paynijar,0.437117710393568,0.06751107566912111,418,Sweets,0.13232170831147738,0.3047960020820906,0.5694394187050453,30.5% - 56.9%,9
Paynijar,0.3551162071653496,0.06482230616502033,419,Spices/condiments,0.12705172008343985,0.22806448708190974,0.48216792724878943,22.8% - 48.2%,10
Paynijar,0.32990135260438175,0.060042371502179184,411,Domesticated meat,0.1176830481442712,0.21221830446011053,0.44758440074865297,21.2% - 44.8%,11
Paynijar,0.3122556020090597,0.07075198760623382,404,Roots/tubers,0.13867389570821828,0.17358170630084144,0.45092949771727797,17.4% - 45.1%,12
Paynijar,0.3066761081595447,0.06654114845027244,408,Vitamin A fruits,0.13042065096253397,0.17625545719701075,0.4370967591220787,17.6% - 43.7%,13
Paynijar,0.2948055802218985,0.05871736801848093,416,Milk products,0.11508604131622262,0.17971953890567588,0.40989162153812114,18% - 41%,14
Paynijar,0.24546189132436694,0.05895908338767919,410,Organ meat,0.11555980343985121,0.12990208788451574,0.36102169476421814,13% - 36.1%,15
Paynijar,0.22840267863896183,0.058298893663331394,412,Bush meat,0.11426583158012953,0.1141368470588323,0.34266851021909134,11.4% - 34.3%,16
Paynijar,0.21035230953244366,0.05889279024756121,409,Other fruits,0.11542986888521997,0.09492244064722369,0.32578217841766366,9.5% - 32.6%,17
Pibor,0.9277042643197569,0.03238204412686504,403,Cereals,0.06346880648865548,0.8642354578311015,0.9911730708084124,86.4% - 99.1%,1
Pibor,0.9127036762023709,0.031984652568048146,414,Fish,0.06268991903337437,0.8500137571689965,0.9753935952357453,85% - 97.5%,2
Pibor,0.9088414751880222,0.024996973218530158,410,Organ meat,0.04899406750831911,0.859847407679703,0.9578355426963413,86% - 95.8%,3
Pibor,0.8948866477639212,0.03840892210274679,409,Other fruits,0.0752814873213837,0.8196051604425375,0.970168135085305,82% - 97%,4
Pibor,0.8844877838501622,0.027663797693291355,417,Oil and fats,0.05422104347885105,0.8302667403713112,0.9387088273290133,83% - 93.9%,5
Pibor,0.8816051341555029,0.020263950235998664,411,Domesticated meat,0.039717342462557384,0.8418877916929455,0.9213224766180603,84.2% - 92.1%,6
Pibor,0.8317760983840489,0.03577264452855845,416,Milk products,0.070114383275974565,0.7616617151080743,0.9018904816600234,76.2% - 90.2%,7
Pibor,0.810613614416227,0.02891872024882782,415,Legumes,0.05668069168770253,0.7539329227285245,0.8672943061039295,75.4% - 86.7%,8
Pibor,0.7851729333909705,0.02010140268357481,412,Bush meat,0.039398749259806624,0.7457741841311639,0.8245716826507771,74.6% - 82.5%,9
Pibor,0.7247481394472819,0.03617935750905695,419,Spices/condiments,0.07091154071775162,0.6538365987295303,0.7956596801650335,65.4% - 79.6%,10
Pibor,0.7037644832936857,0.032587677037220576,406,Leafy greens,0.06387184699295233,0.6398926363007333,0.767636330286638,64% - 76.8%,11
Pibor,0.6860743158854791,0.03483196423215291,405,Vitamin A vegetables,0.0682706498950197,0.6178036659904593,0.7543449657804988,61.8% - 75.4%,12
Pibor,0.6422636995370078,0.03524192085695862,413,Eggs,0.0690741648796389,0.5731895346573689,0.7113378644166467,57.3% - 71.1%,13
Pibor,0.6077231452448357,0.03877824209434462,418,Sweets,0.07600535450491545,0.5317177907399203,0.6837284997497511,53.2% - 68.4%,14
Pibor,0.45386694604991723,0.04087262495179382,404,Roots/tubers,0.08011034490551588,0.37375660114440135,0.5339772909554331,37.4% - 53.4%,15
Pibor,0.39051717181646617,0.03627157421103528,407,Other vegetables,0.07109228545362915,0.319424886362837,0.46160945727009534,31.9% - 46.2%,16
Pibor,0.25426322317415984,0.03388239686922527,408,Vitamin A fruits,0.06640949786368153,0.1878537253104783,0.3206727210378414,18.8% - 32.1%,17
Ulang,0.8939807254822059,0.022952963738807314,414,Fish,0.04498780892806233,0.8489929165541436,0.9389685344102682,84.9% - 93.9%,1
Ulang,0.8535640591960055,0.040122854782980714,406,Leafy greens,0.0786407953746422,0.7749232638213633,0.9322048545706477,77.5% - 93.2%,2
Ulang,0.7334557721886936,0.08152113244990103,403,Cereals,0.159781419601806,0.5736743525868876,0.8932371917904997,57.4% - 89.3%,3
Ulang,0.6084680787722526,0.06542387130532297,416,Milk products,0.12823078775843302,0.4802372910138196,0.7366988665306856,48% - 73.7%,4
Ulang,0.5774640423517909,0.09623928007341813,417,Oil and fats,0.18862898894389954,0.3888350534078914,0.7660930312956905,38.9% - 76.6%,5
Ulang,0.4430959584984638,0.0780793865482459,405,Vitamin A vegetables,0.15303559763456195,0.29006036086390186,0.5961315561330257,29% - 59.6%,6
Ulang,0.4332988135307118,0.09108123864591007,407,Other vegetables,0.17851922774598372,0.2547795857847281,0.6118180412766956,25.5% - 61.2%,7
Ulang,0.4099253483442605,0.08272813565753312,419,Spices/condiments,0.16214714588876492,0.24777820245549556,0.5720724942330254,24.8% - 57.2%,8
Ulang,0.3898994208566828,0.08208385187065258,411,Domesticated meat,0.16088434966647905,0.22901507119020373,0.5507837705231619,22.9% - 55.1%,9
Ulang,0.34822505537797943,0.07313151335621874,415,Legumes,0.14333776617818875,0.20488728919979068,0.49156282155616815,20.5% - 49.2%,10
Ulang,0.33987342202313675,0.08039924731581635,413,Eggs,0.15758252473900006,0.1822908972841367,0.4974559467621368,18.2% - 49.7%,11
Ulang,0.30005589230019974,0.06956504195981371,410,Organ meat,0.13634748224123486,0.1637084100589649,0.43640337454143463,16.4% - 43.6%,12
Ulang,0.23980220168217836,0.06683681793188403,412,Bush meat,0.1310001631464927,0.10880203853568565,0.37080236482867107,10.9% - 37.1%,13
Ulang,0.21677454118320214,0.05493535336778714,418,Sweets,0.1076732926008628,0.10910124858233934,0.32444783378406494,10.9% - 32.4%,14
Ulang,0.1966504330766479,0.060484050969527435,404,Roots/tubers,0.11854873990027377,0.07810169317637412,0.3151991729769217,7.8% - 31.5%,15
Ulang,0.1733174222263783,0.06337270159922835,408,Vitamin A fruits,0.12421049513448756,0.04910692709189074,0.29752791736086587,4.9% - 29.8%,16
Ulang,0.09721347175221354,0.042202778381432014,409,Other fruits,0.08271744562760674,0.014496026124606792,0.17993091737982028,1.4% - 18%,17
Uror,0.8354330185127901,0.03026337422142781,403,Cereals,0.05931621347399851,0.7761168050387915,0.8947492319867886,77.6% - 89.5%,1
Uror,0.6905850980477899,0.03346007347718605,416,Milk products,0.06558174401528465,0.6250033540325053,0.7561668420630745,62.5% - 75.6%,2
Uror,0.6278678778821368,0.04815391765649066,406,Leafy greens,0.09438167860672168,0.5334861992754152,0.7222495564888585,53.3% - 72.2%,3
Uror,0.5424104347209471,0.04262893751999073,411,Domesticated meat,0.08355271753918182,0.45885771718176527,0.6259631522601289,45.9% - 62.6%,4
Uror,0.5130860279678151,0.05374525094851332,414,Fish,0.10534069185908611,0.407745336108729,0.6184267198269012,40.8% - 61.8%,5
Uror,0.465786960263782,0.05052658386487075,417,Oil and fats,0.09903210437514667,0.3667548558886353,0.5648190646389287,36.7% - 56.5%,6
Uror,0.3441447582443944,0.03666720037892054,412,Bush meat,0.07186771274268425,0.27227704550171017,0.4160124709870786,27.2% - 41.6%,7
Uror,0.31731782944749815,0.04353197699859361,415,Legumes,0.08532267491724348,0.23199515453025465,0.40264050436474164,23.2% - 40.3%,8
Uror,0.3163784625072064,0.04366615803804397,419,Spices/condiments,0.08558566975456618,0.23079279275264025,0.4019641322617726,23.1% - 40.2%,9
Uror,0.2977928575892749,0.04821418272849138,410,Organ meat,0.09449979814784311,0.20329305944143178,0.39229265573711797,20.3% - 39.2%,10
Uror,0.28158447105693524,0.04561907167130625,413,Eggs,0.08941338047576025,0.19217109058117499,0.3709978515326955,19.2% - 37.1%,11
Uror,0.24439186882812503,0.047874984669189026,405,Vitamin A vegetables,0.09383496995161049,0.15055689887651452,0.33822683877973553,15.1% - 33.8%,12
Uror,0.13319993916693654,0.03261115634430961,407,Other vegetables,0.06391786643484684,0.0692820727320897,0.19711780560178338,6.9% - 19.7%,13
Uror,0.08351463514227721,0.023490134225564962,404,Roots/tubers,0.04604066308210732,0.037473972060169884,0.12955529822438452,3.7% - 13%,14
Uror,0.08087053514137083,0.023167945605406904,418,Sweets,0.04540917338659753,0.035461361754773296,0.12627970852796835,3.5% - 12.6%,15
Uror,0.07037086047967174,0.028434454322723426,409,Other fruits,0.05573153047253791,0.014639330007133827,0.12610239095220965,1.5% - 12.6%,16
Uror,0.06057961580301978,0.01694298889339415,408,Vitamin A fruits,0.033208258231052536,0.027371357571967243,0.09378787403407232,2.7% - 9.4%,17
Wau,0.8709478116482551,0.029186909972392937,403,Cereals,0.05720634354589016,0.8137414681023649,0.9281541551941452,81.4% - 92.8%,1
Wau,0.6037925241005687,0.048463096054597594,406,Leafy greens,0.09498766826701129,0.5088048558335574,0.69878019236758,50.9% - 69.9%,2
Wau,0.6026535667008125,0.06557012415246072,407,Other vegetables,0.128517443338823,0.4741361233619895,0.7311710100396355,47.4% - 73.1%,3
Wau,0.5612216724914628,0.06381989759976396,405,Vitamin A vegetables,0.12508699929553735,0.43613467319592547,0.6863086717870002,43.6% - 68.6%,4
Wau,0.5523506834612248,0.06517406931172372,404,Roots/tubers,0.1277411758509785,0.42460950761024635,0.6800918593122034,42.5% - 68%,5
Wau,0.5323104037523502,0.05467063111702145,419,Spices/condiments,0.10715443698936204,0.4251559667629881,0.6394648407417122,42.5% - 63.9%,6
Wau,0.531712971443251,0.05534174774251231,415,Legumes,0.10846982557532413,0.4232431458679269,0.6401827970185752,42.3% - 64%,7
Wau,0.508011567262141,0.062444211319211206,418,Sweets,0.12239065418565397,0.38562091307648705,0.630402221447795,38.6% - 63%,8
Wau,0.468593547849239,0.05610877698404492,411,Domesticated meat,0.10997320288872804,0.358620344960511,0.578566750737967,35.9% - 57.9%,9
Wau,0.42057509608530047,0.06359063989947042,417,Oil and fats,0.12463765420296202,0.29593744188233845,0.5452127502882624,29.6% - 54.5%,10
Wau,0.4167386741878829,0.05623891557698128,414,Fish,0.11022827453088331,0.3065103996569996,0.5269669487187663,30.7% - 52.7%,11
Wau,0.32721413909387553,0.04389601441492024,410,Organ meat,0.08603618825324368,0.24117795084063187,0.4132503273471192,24.1% - 41.3%,12
Wau,0.2971172738572432,0.04798531871797581,408,Vitamin A fruits,0.09405122468723258,0.2030660491700106,0.3911684985444758,20.3% - 39.1%,13
Wau,0.23777779115370296,0.03968773613657224,413,Eggs,0.07778796282768159,0.15998982832602138,0.31556575398138453,16% - 31.6%,14
Wau,0.22134298925513493,0.03980442394673225,409,Other fruits,0.07801667093559521,0.14332631831953974,0.2993596601907301,14.3% - 29.9%,15
Wau,0.19477480961841653,0.04191783735806739,416,Milk products,0.08215896122181209,0.11261584839660445,0.27693377084022863,11.3% - 27.7%,16
Wau,0.190516688402831,0.03538666766913466,412,Bush meat,0.06935786863150394,0.12115881977132707,0.25987455703433493,12.1% - 26%,17
